Place,Type,Mass,Fell/found?,Year,Database,longitude,latitude
Y-790012,Stone-uncl,3.86,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25361,35.66667,-71.5
Y-791267,H4/5,3.86,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26616,35.66667,-71.5
Y-791352,L3,3.86,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26701,35.66667,-71.5
Y-792705,H4,3.86,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28054,35.66667,-71.5
Y-86683,Stone-uncl,3.86,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30189,35.66667,-71.5
A-87297,Stone-uncl,3.86,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2654,26,-72
A-881503,Stone-uncl,3.86,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4212,26,-72
UaS 016,H5,3.86,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=55417,55.45712,21.34387
Y-74042,H4,3.85,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24420,35.66667,-71.5
Y-74297,H5,3.85,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24675,35.66667,-71.5
Y-790371,Stone-uncl,3.85,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25720,35.66667,-71.5
Y-82015,Eucrite-pmict,3.85,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29209,35.66667,-71.5
Y-86203,H4,3.85,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29709,35.66667,-71.5
Y-86675,Stone-uncl,3.85,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30181,35.66667,-71.5
GRV 053579,L6,3.85,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=50553,75.30111,-72.78083
Y-792202,Stone-uncl,3.84,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27551,35.66667,-71.5
Y-792205,Stone-uncl,3.84,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27554,35.66667,-71.5
Y-792271,Stone-uncl,3.84,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27620,35.66667,-71.5
Y-792599,H4/5,3.84,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27948,35.66667,-71.5
Y-86346,H4,3.84,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29852,35.66667,-71.5
FRO 03056,H5,3.84,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=30614,160.45825,-72.95164
GRV 052046,L6,3.84,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=50358,75.31806,-72.77833
Y-791386,H4,3.83,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26735,35.66667,-71.5
Y-791757,L4,3.83,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27106,35.66667,-71.5
Y-792883,H5,3.83,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28232,35.66667,-71.5
Y-86420,H4,3.83,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29926,35.66667,-71.5
A-880005,Stone-uncl,3.83,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2714,26,-72
Dho 302,Lunar (anorth),3.83,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7085,54.785,19.32667
Y-75284,H6,3.82,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25325,35.66667,-71.5
Y-791281,H4/5,3.82,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26630,35.66667,-71.5
Y-792266,Stone-uncl,3.82,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27615,35.66667,-71.5
Y-86421,H4,3.82,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29927,35.66667,-71.5
GRV 054344,L5,3.82,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=50621,75.33306,-72.77528
Y-791761,L4,3.81,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27110,35.66667,-71.5
Y-792600,H4/5,3.81,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27949,35.66667,-71.5
Y-792878,Stone-uncl,3.81,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28227,35.66667,-71.5
GRV 020131,L6,3.81,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46533,75.26111,-72.97694
Crocker's Well,LL7,3.8,Found,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=5473,139.78333,-32.01667
LV 011,L6,3.8,Found,1968,http://www.lpi.usra.edu/meteor/metbull.php?code=14735,-116.95,34.5
ALHA77101,H5,3.8,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1414,159.66667,-76.71667
ALHA77127,L5,3.8,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1439,159.66667,-76.71667
Thylacine Hole 002,L6,3.8,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=23982,127.8,-31.56667
Y-790872,H4,3.8,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26221,35.66667,-71.5
Y-791760,L4,3.8,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27109,35.66667,-71.5
Y-793300,H5,3.8,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28649,35.66667,-71.5
RKPA80203,H6,3.8,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=22473,158.49351,-76.20657
ALHA81203,L6,3.8,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2163,159.3925,-76.69333
ALHA81088,H5,3.8,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2048,159.39194,-76.69306
ALHA81245,H5,3.8,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2204,159.38,-76.68861
ALHA81206,H4,3.8,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2166,159.34611,-76.68111
ALHA81270,H5,3.8,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2228,159.34367,-76.65927
Y-82199,LL6,3.8,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29393,35.66667,-71.5
FRO 84028,H4,3.8,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=10390,160.47328,-72.95488
LEW 85387,H5,3.8,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12856,161.38711,-84.27476
LEW 86313,H5,3.8,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13245,161.68661,-84.27387
LEW 86145,LL5,3.8,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13084,161.45947,-84.25761
LEW 86139,H6,3.8,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13078,161.41952,-84.2581
LEW 87121,H5,3.8,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13591,161.419,-84.2546
EET 87854,L6,3.8,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8404,156.45041,-76.28451
EET 87645,L6,3.8,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8195,156.44432,-76.28335
EET 87673,L6,3.8,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8223,156.43525,-76.28339
EET 87852,L6,3.8,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8402,156.10856,-76.03736
A-880422,Stone-uncl,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3131,26,-72
LEW 88723,L6,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14460,161.51454,-84.25338
LEW 88434,H6,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14179,161.4952,-84.23605
LEW 88103,L6,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13856,161.47954,-84.23522
LEW 88037,H5,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13791,161.46989,-84.24538
LEW 88405,H5,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14151,161.46376,-84.23903
LEW 88255,L6,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14006,161.45957,-84.24221
LEW 88251,H4,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14002,161.45914,-84.24231
LEW 88388,L6,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14136,161.44685,-84.24348
LEW 88265,H5,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14016,161.44299,-84.23203
LEW 88483,L4,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14227,161.42964,-84.24831
LEW 88012,Ureilite,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13766,161.42524,-84.2477
LEW 88126,H5,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13879,161.40813,-84.27473
LEW 88600,H5,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14338,161.408,-84.27332
LEW 88093,H5,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13847,161.40562,-84.25208
LEW 88123,L6,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13876,161.36577,-84.25256
LEW 88296,H6,3.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14047,161.34567,-84.28652
FRO 90057,H6,3.8,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10455,160.51518,-72.95265
EET 90981,L6,3.8,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9390,156.4357,-76.27104
EET 90625,L6,3.8,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9034,156.43196,-76.27934
EET 90405,H6,3.8,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8814,156.37581,-76.2773
PCA 91354,L6,3.8,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18645,-69.08776,-85.67467
PCA 91005,"Pallasite, PMG",3.8,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18296,-69.05597,-85.67669
PCA 91385,H5,3.8,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18676,-68.94273,-85.68586
RKP 92423,L6,3.8,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=22432,158.37967,-76.22029
EET 92129,H5,3.8,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9531,156.34214,-76.05402
QUE 93365,H5,3.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19453,168,-84
QUE 93419,H6,3.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19507,168,-84
QUE 93622,L6,3.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19709,168,-84
QUE 93253,H5,3.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19342,162.62671,-84.5794
QUE 93313,L5,3.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19401,162.53848,-84.58179
QUE 93259,H5,3.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19348,162.24823,-84.59101
QUE 93254,L5,3.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19343,162.24581,-84.59105
QUE 94557,L5,3.8,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20189,168,-84
QUE 94558,H5,3.8,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20190,168,-84
EET 96172,L6,3.8,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9764,157.16667,-76.18333
QUE 97306,LL5,3.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20764,168,-84
QUE 97456,H6,3.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20912,168,-84
QUE 97677,LL5,3.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21133,168,-84
QUE 97750,LL5,3.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21206,168,-84
QUE 97776,LL5,3.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21231,168,-84
QUE 97831,LL5,3.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21285,168,-84
QUE 97930,LL5,3.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21384,168,-84
QUE 97931,LL5,3.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21385,168,-84
FRO 97034,L6,3.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=10763,160.51222,-72.94944
QUE 99161,L5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21613,168,-84
QUE 99162,H5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21614,168,-84
QUE 99208,LL5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21659,168,-84
QUE 99263,LL5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21714,168,-84
QUE 99292,LL5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21742,168,-84
QUE 99471,LL5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21917,168,-84
QUE 99472,LL5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21918,168,-84
QUE 99568,LL5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22014,168,-84
QUE 99569,LL5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22015,168,-84
QUE 99639,LL5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22085,168,-84
QUE 99700,LL6,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22146,168,-84
QUE 99796,LL5,3.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22242,168,-84
MET 001135,H6,3.8,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15631,159.75,-79.68333
MET 00413,"Iron, IIIAB",3.8,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15648,155.75,-79.68333
FRO 01171,H6,3.8,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10353,160.46944,-72.9525
MET 01157,L5,3.8,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16389,159.75,-79.68333
QUE 02126,LL5,3.8,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18939,168,-84
QUE 02151,H6,3.8,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18964,168,-84
MAC 02681,H5,3.8,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14978,160.5,-84.21667
SaU 306,LL~5,3.8,Found,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=34055,57.3327,21.00825
JaH 481,Mesosiderite,3.8,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=50671,56.43006,19.97133
JaH 527,H6,3.8,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=51414,55.17553,19.53373
El M?dano 038,H6,3.8,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=54834,-70.53333,-24.85
Y-790038,L4,3.79,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25387,35.66667,-71.5
Y-791286,H4/5,3.79,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26635,35.66667,-71.5
Y-792285,Stone-uncl,3.79,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27634,35.66667,-71.5
Y-790862,LL6,3.78,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26211,35.66667,-71.5
Y-791798,H4,3.78,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27147,35.66667,-71.5
Y-793453,L6,3.78,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28802,35.66667,-71.5
Y-8318,H4,3.78,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=29423,35.66667,-71.5
Y-86116,H4,3.78,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29622,35.66667,-71.5
Y-86676,Stone-uncl,3.78,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30182,35.66667,-71.5
ALHA77128,H5,3.77,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1440,159.66667,-76.71667
ALH 88138,Chondrite-uncl,3.77,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=1182,159.33333,-76.71667
Y-790707,LL,3.76,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26056,35.66667,-71.5
Y-790768,Stone-uncl,3.76,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26117,35.66667,-71.5
Y-792601,H4/5,3.76,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27950,35.66667,-71.5
Y-794088,CO3,3.76,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=29042,35.66667,-71.5
Y-82051,LL6,3.76,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29245,35.66667,-71.5
PCA 01011,L6,3.75,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=31291,-68.802,-85.675
LV 118,Unknown,3.75,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=52550,-116.9471,34.48916
Y-75151,L6,3.74,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25192,35.66667,-71.5
Y-790146,Doubtful meteorite,3.74,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25495,35.66667,-71.5
Y-790686,LL,3.74,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26035,35.66667,-71.5
Y-791389,H4,3.74,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26738,35.66667,-71.5
Y-792265,Stone-uncl,3.74,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27614,35.66667,-71.5
A-880166,Stone-uncl,3.74,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2875,26,-72
FRO 90193,Chondrite-uncl,3.74,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10583,160.37584,-72.99083
Y-74180,L6,3.73,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24558,35.66667,-71.5
Y-81002,CO3,3.73,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=29063,35.66667,-71.5
Y-81035,H6,3.73,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=29096,35.66667,-71.5
Y-86110,H4,3.73,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29616,35.66667,-71.5
PCA 02031,H6,3.73,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18213,-68.7,-85.63333
Y-74336,H5,3.72,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24714,35.66667,-71.5
Y-790212,Stone-uncl,3.72,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25561,35.66667,-71.5
Y-791274,H4/5,3.72,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26623,35.66667,-71.5
Y-791299,H4/5,3.72,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26648,35.66667,-71.5
Y-791756,L4,3.72,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27105,35.66667,-71.5
Y-792598,H4/5,3.72,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27947,35.66667,-71.5
Y-793554,L5,3.72,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28903,35.66667,-71.5
Y-794079,CM2,3.72,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=29033,35.66667,-71.5
A-880248,Stone-uncl,3.72,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2957,26,-72
A-880455,Stone-uncl,3.72,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3164,26,-72
GRV 020160,H5,3.72,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46715,75.26056,-72.97833
Y-86783,Stone-uncl,3.71,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30289,35.66667,-71.5
A-880191,Stone-uncl,3.71,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2900,26,-72
A-881477,Stone-uncl,3.71,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4186,26,-72
FRO 03045,H6,3.71,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=30603,160.52222,-72.95194
LV 066,Unknown,3.71,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=52503,-116.9782,34.48957
Y-74005,Diogenite,3.7,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24383,35.66667,-71.5
ALHA77027,L6,3.7,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1341,159.66667,-76.71667
ALHA77058,H5,3.7,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1372,159.66667,-76.71667
ALHA81303,H6,3.7,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2261,159.34445,-76.68139
ALHA81070,H5,3.7,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2030,159.34278,-76.67944
ALH 83018,EL6,3.7,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=538,158.24213,-76.82236
Y-8436,H4,3.7,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=29483,35.66667,-71.5
ALH 85064,L6,3.7,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=930,156.39302,-76.84218
Y-86388,H4,3.7,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29894,35.66667,-71.5
LEW 86257,H5,3.7,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13190,161.69406,-84.27367
LEW 87124,H6,3.7,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13594,161.4394,-84.25397
A-880031,Stone-uncl,3.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2740,26,-72
A-881521,Stone-uncl,3.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4230,26,-72
LEW 88150,H5,3.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13903,161.40899,-84.27481
FRO 90099,H4,3.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10495,160.53659,-72.95404
FRO 90095,H4,3.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10491,160.50646,-72.95386
FRO 90212,L6/7,3.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10602,160.43643,-72.95551
EET 90864,L6,3.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9273,156.50133,-76.27481
EET 90757,Aubrite,3.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9166,156.49583,-76.28575
PCA 91079,Eucrite-br,3.7,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18370,-68.82427,-85.68378
QUE 93519,L6,3.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19607,168,-84
LEW 93873,H5,3.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=14595,161.68573,-84.27383
LEW 93883,H6,3.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=14605,161.40298,-84.26789
QUE 94487,L6,3.7,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20119,168,-84
QUE 94756,L5,3.7,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20386,168,-84
EET 96154,H6,3.7,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9746,157.16667,-76.18333
EET 96202,EH4/5,3.7,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9793,157.16667,-76.18333
QUE 97122,LL5,3.7,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20580,168,-84
QUE 97635,LL5,3.7,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21091,168,-84
QUE 97646,LL5,3.7,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21102,168,-84
QUE 97824,LL5,3.7,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21278,168,-84
QUE 971049,L6,3.7,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20560,168,-84
GRA 98079,H6,3.7,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11071,-141.5,-86.71667
QUE 99186,L5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21637,168,-84
QUE 99303,LL5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21753,168,-84
QUE 99304,H6,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21754,168,-84
QUE 99364,LL5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21813,168,-84
QUE 99399,LL5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21848,168,-84
QUE 99598,H5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22044,168,-84
QUE 99679,CK4,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22125,168,-84
QUE 99732,LL5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22178,168,-84
QUE 99802,LL5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22248,168,-84
QUE 99836,LL5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22281,168,-84
QUE 99837,LL5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22282,168,-84
QUE 99904,LL5,3.7,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22348,168,-84
FRO 01099,H5-6,3.7,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10282,160.51167,-72.95167
FRO 01094,L/LL3,3.7,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10277,160.45306,-72.95361
MAC 02527,Eucrite-br,3.7,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14835,160.5,-84.21667
Tieret 013,L4,3.7,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=56288,10.05145,30.9308
Y-74241,H5,3.69,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24619,35.66667,-71.5
Y-75157,L6,3.69,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25198,35.66667,-71.5
Y-790017,Stone-uncl,3.69,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25366,35.66667,-71.5
Y-790667,LL,3.69,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26016,35.66667,-71.5
Y-792200,Stone-uncl,3.69,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27549,35.66667,-71.5
Y-792242,Stone-uncl,3.69,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27591,35.66667,-71.5
Y-792306,Stone-uncl,3.69,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27655,35.66667,-71.5
A-880186,Stone-uncl,3.69,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2895,26,-72
MET 001038,"Iron, ungrouped",3.69,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15534,155.75,-79.68333
Y-790874,LL6,3.68,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26223,35.66667,-71.5
Y-791817,H4,3.68,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27166,35.66667,-71.5
Y-791889,H5,3.68,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27238,35.66667,-71.5
